Ano;Mês;País;"Bloco Econômico";"UF do Município";"Codigo SH4";"Descrição SH4";"Codigo SH2";"Descrição SH2";"Codigo Seção";"Descrição Seção";"Valor FOB (US$)";"Quilograma Líquido"
2023;09;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";1381911;4907940
2023;01;Chile;"América do Sul";"Santa Catarina";8415;"Máquinas e aparelhos de ar condicionado, contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a humidade, incluindo as máquinas e aparelhos em que a humidade não seja regulável separadamente";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";1222304;15
2023;08;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";1020979;2750320
2023;04;Uruguai;"América do Sul";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";958926;3617260
2023;04;Uruguai;"Mercado Comum do Sul - Mercosul";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";958926;3617260
2023;02;Bangladesh;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";881379;3801800
2023;03;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";736357;2751750
2023;07;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";691431;1747300
2023;05;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";605332;2200740
2023;04;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";459995;1544220
2023;04;Bangladesh;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";425948;1227380
2023;01;Argentina;"Mercado Comum do Sul - Mercosul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";423719;351461
2023;01;Argentina;"América do Sul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";423719;351461
2023;02;Argentina;"Mercado Comum do Sul - Mercosul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";342917;262778
2023;02;Argentina;"América do Sul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";342917;262778
2023;03;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";318205;291
2023;07;Argentina;"América do Sul";"Santa Catarina";8474;"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";316074;2805
2023;07;Argentina;"Mercado Comum do Sul - Mercosul";"Santa Catarina";8474;"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";316074;2805
2023;05;Argentina;"Mercado Comum do Sul - Mercosul";"Santa Catarina";8474;"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";316074;1932
2023;05;Argentina;"América do Sul";"Santa Catarina";8474;"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";316074;1932
2023;02;Índia;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";310848;1320830
2023;09;"Reino Unido";Europa;"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";295338;311
2023;03;Argentina;"Mercado Comum do Sul - Mercosul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";291753;223536
2023;03;Argentina;"América do Sul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";291753;223536
2023;05;Bangladesh;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";277395;877840
2023;06;Colômbia;"Comunidade Andina das Nações - CAN";"Santa Catarina";9032;"Instrumentos e aparelhos para regulação ou controlo, automáticos";90;"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios";XVIII;"Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão; Instrumentos e aparelhos médico-cirúrgicos; Relógios e aparelhos semelhantes; Instrumentos musicais; Suas partes e acessórios";272506;2260
2023;06;Colômbia;"América do Sul";"Santa Catarina";9032;"Instrumentos e aparelhos para regulação ou controlo, automáticos";90;"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios";XVIII;"Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão; Instrumentos e aparelhos médico-cirúrgicos; Relógios e aparelhos semelhantes; Instrumentos musicais; Suas partes e acessórios";272506;2260
2023;06;Canadá;"América do Norte";"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";267447;216
2023;06;Bangladesh;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";265330;759590
2023;01;Chile;"América do Sul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";257633;213553
2023;01;Equador;"Comunidade Andina das Nações - CAN";"Santa Catarina";8479;"Máquinas e aparelhos, mecânicos, com função própria, não especificados nem compreendidos em outras posições deste capítulo";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";250385;1427
2023;01;Equador;"América do Sul";"Santa Catarina";8479;"Máquinas e aparelhos, mecânicos, com função própria, não especificados nem compreendidos em outras posições deste capítulo";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";250385;1427
2023;08;Espanha;Europa;"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";249196;233
2023;08;Espanha;"União Europeia - UE";"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";249196;233
2023;03;Chile;"América do Sul";"Santa Catarina";2710;"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento";27;"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais";V;"Produtos minerais";229724;172066
2023;06;Austrália;Oceania;"Santa Catarina";9027;"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo: polarímetros, refractómetros, espectrómetros, analisadores de gases ou de fumos); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou s";90;"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios";XVIII;"Instrumentos e aparelhos de ótica, fotografia ou cinematografia, medida, controle ou de precisão; Instrumentos e aparelhos médico-cirúrgicos; Relógios e aparelhos semelhantes; Instrumentos musicais; Suas partes e acessórios";228000;86
2023;05;Espanha;Europa;"Santa Catarina";8436;"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluídos os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";220458;1100
2023;05;Espanha;"União Europeia - UE";"Santa Catarina";8436;"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluídos os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura";84;"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";220458;1100
2023;03;Bangladesh;"Ásia (Exclusive Oriente Médio)";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";219998;627860
2023;06;"Emirados Árabes Unidos";"Oriente Médio";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";218433;633120
2023;05;Uruguai;"Mercado Comum do Sul - Mercosul";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";217053;1059780
2023;05;Uruguai;"América do Sul";"Santa Catarina";7204;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";72;"Ferro fundido, ferro e aço";XV;"Metais comuns e suas obras";217053;1059780
2023;08;"Estados Unidos";"América do Norte";"Santa Catarina";8517;"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";85;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";XVI;"Máquinas e aparelhos, material elétrico e suas partes; Aparelhos de gravação ou reprodução de som, aparelhos de gravação ou reprodução de imagens e de som em televisão, e suas partes e acessórios";203489;174
